x,y,sd
69.435865389407979,1148.3932984682897,45.1
7.7638579685072955,2386.5381258211646,23.6
214.54956090294149,3447.0033883648794,20.4
275.44211751686316,3380.0925779601284,24.6
19.562887638402572,2299.3293940401704,18.8
190.73797269503802,1957.8935138871698,27.7
260.81528942485249,1893.4158458155903,27.5
128.50809343397577,1023.0063698279769,31.9
204.26978611088691,2613.1751709062537,30.3
214.66850111128804,1219.9522358645074,17.3
210.30615262379632,1286.987822799164,26.4
193.04875352791123,1297.92227186829,30.1
239.81882073360453,3592.2509167693611,28.2
243.85836026308016,3594.8474761062121,21.6
220.92262279412898,3586.5287053583588,24.7
262.17374358108827,3600.5181668855084,27.0
297.78154392434521,1264.5310662030781,25.6
255.9685262478713,3370.204239217539,21.1
153.190501069145,1321.607071021615,28.9
172.22737448346493,1380.2846429772353,19.7
187.70469550351271,1364.7674739686038,19.1
2.1937934230043084,2713.4979159803784,27.6
328.16744649102753,380.05867153764297,39.1
415.7191124767964,771.5273239009158,33.8
416.06526672104894,2030.0318571375826,24.3
426.77169674439915,1994.1539759828213,20.8
375.96792633078508,824.28424951249224,27.4
240.23883463346544,208.09306678831635,22.8
277.39587647223328,197.39146682418925,20.4
379.62146362742351,1922.4457092556493,16.4
100.74129048051361,2042.9349578446811,19.1
110.76024207457078,2050.5211696105021,13.0
103.69909799669119,2019.4892466228519,19.6
95.701928692047431,2053.16260824763,23.1
17.948239090925881,2712.5194264829524,19.2
254.54345752486404,1749.0614758622769,20.2
225.69391629576558,1741.6127195318184,23.2
216.32601643436192,1754.8309816031619,16.9
221.08684480768318,1699.6073044963259,18.8
400.01638869304446,2025.5952464895502,31.1
442.91093713035082,431.40320733166749,28.5
429.49725891297567,434.9136541238521,18.5
423.80483286717902,458.908784582198,18.5
215.65946826170398,3634.9931170886962,26.2
488.86653559970603,3296.0481387270643,19.5
475.34740108931464,3312.3932603873604,19.6
513.41591535379644,3281.1290920521128,19.3
612.29588148776509,3537.7072717505143,26.0
595.98698527163174,3547.8477798349973,36.7
595.17231528282719,3560.1374630208793,25.1
598.73307519190701,3553.9624335577992,17.5
596.81091287394872,3565.3446693673136,13.8
610.07365174063148,3570.9115138733368,14.3
570.58852135677614,3555.0642908178588,20.1
616.25351126293242,3600.8150142752052,29.7
163.04724317432516,498.34581562629552,17.6
128.08485949463434,497.31057293301262,20.7
126.5020088370328,483.51693005682603,21.5
128.41752982355948,442.12453003761971,25.3
108.45248002871151,447.48146821994203,26.8
320.40695008827066,1803.9039807954928,25.2
548.44652362000352,604.60349596966478,27.7
447.41637612229971,1647.8707288954358,21.2
506.76693632954334,611.94256970528909,35.4
423.81409048068798,1681.2273191362203,22.5
516.24753757279564,600.55932763343333,19.4
435.96007940470827,1656.1001435476774,11.3
518.67101978752146,588.37791827511751,21.9
431.01731880068593,1646.6054546316918,13.3
540.61377758138167,650.9805171061538,32.4
424.29246759614927,1667.0999996687706,13.3
548.45417121377034,642.17209910465385,18.7
438.47996155140851,1662.4357724798936,13.7
556.59201599326218,611.76526628134002,16.4
452.87112300387139,1667.1213324303349,12.7
554.97434865876835,604.7693280029597,22.4
446.5115450280112,1648.7546297330914,10.8
393.50989641584624,1649.0289368464191,30.6
265.16978906611007,1777.362201612254,20.1
261.7440695627829,1764.3520345923987,19.7
252.9441041649207,1790.1892288866038,19.8
277.53232564525968,1798.7062333150345,18.2
716.17757519875943,3431.8078207994558,23.2
399.87873200521256,653.71674565551552,32.2
444.25510236138803,629.95064050528458,36.7
698.13046142004737,3433.7881450805489,31.1
679.34857488216392,3471.8077549954078,20.1
378.36645323953041,237.08066721017872,64.2
657.05744906690654,3465.7327480087197,20.1
299.15911706500276,84.224990520908079,26.1
431.48865207978366,436.72593259450463,24.1
447.06961812063821,454.39549674401303,21.2
425.84231284906332,449.13797728067846,22.9
219.52935196100145,2035.290584115723,22.9
234.81850192385184,2047.3214566282832,13.5
131.20004644046588,1377.7472518658533,18.6
126.44847568065387,1413.0686699477276,20.4
293.99256371701711,1951.4538374292097,14.6
284.40549991841044,1918.4244837007218,15.8
273.84296540938885,1942.0048328233688,13.8
743.97899357664687,3288.0310454281298,20.5
416.8887918184318,484.27605436457685,29.7
281.85301487195852,1945.4528913505953,12.5
430.58060094601439,453.17389426573908,28.0
284.66028554237869,1904.294547951195,12.7
745.93577131902828,3308.0904826302758,23.2
474.8154908174721,479.72110726560226,29.8
296.88798296824291,1906.584398527441,10.3
752.43179846791281,3288.0405042941043,22.6
440.54903817070897,468.89935957832461,20.9
294.60678624810566,1914.2503062704279,12.0
731.40594691639728,3315.2552717289673,22.2
443.28526672006842,460.56790992501442,22.9
302.36768515579581,1904.5911940884239,12.4
731.42748093042883,3298.1260704549359,17.3
407.44441601934318,469.63010728814731,23.7
283.87499841384113,1948.4730871317279,12.8
749.67946972114521,3274.8145946289937,19.1
302.0482974897306,1821.0422384305659,15.5
349.64168854033801,1812.8331502775468,15.5
330.55450200912014,1674.3666225160625,27.5
338.86461890086605,1705.6815064731441,26.6
260.28297664807542,2416.6853429612847,11.5
255.08261288553729,2410.0947271526297,13.0
256.49138015867345,2408.1880612746781,14.3
202.85196247671109,1106.0797659049201,26.3
171.34367489827514,1092.6962755576849,17.0
161.54167346428045,1104.7913476074045,23.8
315.50001242348026,3285.8349785017799,32.3
369.03316880255261,828.31775146794303,27.6
319.28979764067594,3340.353668214645,25.8
381.73944459634907,778.24090496726797,28.3
117.12686388679549,3364.0177383638065,27.2
403.91686276741876,874.30011651548557,29.0
385.109618418617,811.28696265056135,29.6
389.2298601875986,833.742109226906,25.5
131.68687615956469,3384.8507900513714,29.4
398.63438799810166,867.08239801782156,31.3
370.42825090789,842.8695123895385,20.9
150.67766275881058,3355.7337842928459,24.0
429.22476307185769,832.77891491702076,26.4
126.57164219082051,3351.8737619644603,26.3
387.52565429204321,772.98640429094689,22.3
396.67579898351261,843.35553709877024,20.1
353.62246234927767,807.56419450507394,29.7
184.11173519961812,2023.4714291990665,12.4
177.31604312648994,2038.5534903727685,12.3
184.5053850262268,2008.9405985340991,13.3
177.85922353651779,2034.1768529600768,14.5
154.81158969558703,2020.132047004337,15.7
214.30363038754535,1877.9783727841243,20.6
226.6015649245993,1851.3323448226756,17.7
201.06564557437832,2982.5613962631605,22.3
241.13984193087015,1828.156311907421,22.1
216.98411200338353,1828.544527917403,30.9
233.99940438075646,2950.5662789656217,24.3
230.62339423692526,2982.9967053505588,20.9
168.46958840861578,2947.4738335486277,32.4
226.0392655301506,2954.3194362337185,23.0
242.11008007712269,2964.5257538751034,28.5
238.28125188121408,2924.8103906683245,26.1
446.36463072666902,3327.7971242567396,21.0
450.26691607324994,3323.0125480922402,15.7
167.0940277926326,614.98973331707555,28.7
194.09003379522233,2500.8424835762003,25.4
167.88535249519941,417.40650071568723,26.3
149.34074261660635,2575.5900650689227,20.0
37.195018828942693,3334.2351906949575,29.3
255.65879870025003,1351.7874948188871,28.5
352.23019777848754,2294.9032485204548,21.9
233.1473014329801,1379.8346424597034,21.9
300.72466001038686,2293.4508094618518,19.5
289.00331379298154,2278.4651482201289,24.1
337.66434918415564,2289.8578491579601,30.6
299.79004355089921,649.50433025637756,21.6
195.63303646424004,1787.9979920194778,27.2
456.35943202461578,272.02856071220526,26.4
458.27978307036824,256.97890118578903,18.4
424.00970787918459,288.51113780786761,23.6
161.77311380200933,408.47954501077407,27.9
160.84574243135103,418.93420819716607,21.6
171.93555840545926,380.8693164770965,20.7
157.53815812650214,418.76133232750288,25.9
247.08946863024585,3318.7119841123003,33.5
150.35203626624855,2022.8527791136935,24.1
208.70740302125728,3648.1501984098918,47.2
214.6399232608901,3618.9251200762733,31.7
216.16139191587513,2128.1885219030287,22.4
322.272761715304,2015.2039778304493,27.6
136.24061574373695,3175.3254372756273,29.1
309.4477469656324,2018.0951707798545,21.2
55.506377097600762,3110.9167988004338,23.6
457.25138296097793,1774.3770237604856,25.7
473.75911661508906,1747.2435623225306,15.5
483.03906914815428,1749.1858498872459,22.1
229.22006078041909,2697.7726519202583,12.7
237.66260179583935,2710.1259308859026,22.9
242.63575152247074,2709.3790829786726,23.4
253.29810725541313,2700.2011654466742,17.3
247.43582412696855,2700.4903652426033,16.6
235.72152174592998,2688.7249447347936,20.2
218.77847900442225,2695.7273230921382,25.0
203.11540195678515,2727.1194879967743,19.3
228.80387067744073,2721.874244933962,15.3
226.00404634832228,2689.7740738483435,18.8
221.94880912637416,2738.2078952036077,20.6
144.97296031249084,2283.801558650759,20.4
136.40483775729251,2282.1806712767848,21.4
147.1972025842997,2216.0253626353719,24.7
193.55751976597821,2267.3300504408139,21.7
126.44465188376887,2238.9945080139423,19.7
452.55475412481974,3245.9791410726248,27.1
476.83827936922387,3211.7360337121008,30.0
30.779492667094445,83.231407088415025,18.1
55.959195149677612,2338.3524487584355,21.2
66.72640341823633,95.682897258238285,18.4
10.668937338176534,2394.3541679049758,13.5
62.316156843459723,71.256482761845717,23.8
67.080607761195949,73.05648483197254,16.2
68.03011690328924,79.820982772623793,17.5
54.325025112842766,100.59164619523786,19.3
64.729777687271309,44.628970027413217,17.3
57.603830314828159,53.535196728164209,20.1
130.843628320363,2019.762144968907,31.2
225.53351807909743,467.23319039914509,68.3
284.79411843332605,3555.5217376766905,12.7
258.66168676916686,3545.1976873417648,12.7
258.38496462623243,3553.5579160979423,13.3
282.88020746654001,3539.4432755359512,15.6
256.30582538355543,3528.666809653882,15.5
258.00842125936924,3547.5157132634708,11.3
283.54735939660554,3532.1162769483835,13.8
261.96705729687369,3518.8042312271418,16.4
266.84803339334758,3541.2235548642539,15.2
248.14342780301899,3553.5275269753361,21.4
250.21049189764085,3587.0950298021571,22.2
220.01296164062001,3511.3810339600664,30.3
252.9563805654459,3532.0713976481093,22.7
234.6085956001541,3521.5253658414326,20.4
278.79659364666145,3513.8578480787041,21.1
234.48985664427528,3524.0285440333241,30.6
48.260080749536201,1540.0656183287622,12.6
579.32670224708681,3542.1517312447822,23.6
588.76866301656389,3568.4707239464001,20.0
58.958863179114019,1565.9967975253307,25.0
71.908050701290676,1571.6046975347404,18.6
586.10226907345782,3574.6562185377916,27.0
598.59682727134702,3554.1397369817455,18.8
60.485564398254951,1515.7891369207236,18.7
605.14216127479312,3556.631443782986,16.9
34.478513021407935,1532.9720726036016,20.2
29.71043955925154,1523.8372230996704,21.1
42.390552532259221,1525.685123257083,18.7
22.792788490765474,1556.9865232988379,20.8
9.6459710454138303,1537.6906379587272,20.9
687.3924347592897,3609.9661652290124,25.3
12.217172571349465,1531.9959981357865,15.9
26.363409770755197,1515.5687654687126,26.7
68.646351959052026,3535.9525514855923,26.5
21.347393268529231,3549.576739784065,32.6
380.79436300854258,228.34309007727023,25.6
360.27888771483617,223.40697080467964,25.8
356.28040368874451,270.81279455549173,28.5
321.23168270045778,227.46723933831737,32.8
337.62208616596456,233.29430328493373,28.0
346.87647963564484,271.82086816565095,26.5
331.1753658716371,226.19713501535438,24.6
375.67349397070262,272.29200019228,23.4
323.41205193433393,247.52929282254368,24.4
31.006907955470979,2834.9040708117523,22.0
290.91903603197653,658.47958655351238,24.9
283.38575366512976,1592.7740420956513,15.4
360.41835567487533,704.55392397874505,28.3
4.381005240778677,2874.3972512943078,28.3
7.8071272490392403,2860.6174948383887,16.9
281.80954433895994,1608.9905634291567,17.9
32.183228628535062,2826.1071242009034,16.7
233.17306174883072,1603.1439779931854,20.9
231.3024200625764,1117.0570817496437,18.2
189.48316355961134,1128.6880656091007,15.1
174.06541326996972,1104.714267912319,24.4
248.32475627631555,602.56762600751881,17.1
271.01536823974556,628.01298174732517,15.1
301.84462999253026,619.16048945542241,24.2
238.57246420181701,660.10329146203082,16.3
229.81335305487406,625.11575122389161,28.7
218.8624012834062,662.7797480285202,13.6
209.09360650656328,675.85914589722688,14.9
233.3837730823991,671.62620274639494,14.9
207.83919987607072,664.57391377708916,14.5
192.8191244623909,656.3030411165214,16.7
204.32432552960296,647.71640333430514,14.1
197.77758275888365,664.4561810835487,13.5
113.09517320355758,1621.6412935418957,21.2
134.11398091870649,1591.2062853731202,28.9
157.82031408606446,1613.9353365578581,24.7
151.97714994204114,1658.4572124480994,23.1
137.41854643654506,1618.3926762100509,22.3
123.48503309538307,1612.8179828577963,20.2
138.66349420105962,1638.1307132214563,16.3
214.45436848577344,664.91966551640905,13.6
211.61509867300566,674.41274441265261,14.0
153.58515715808994,1612.7676697408965,15.4
224.01547071606097,661.94555655035765,14.8
124.94974855450801,1613.7743345837857,18.4
128.6129459695893,1621.7781452198597,13.9
122.01488381963509,1600.8593599810993,12.5
129.45096124463646,1596.0266844768503,15.5
125.99445011377031,1620.0479777559829,14.9
102.65298767015679,1634.9364340558614,19.7
195.49920357329256,1130.5474371571695,21.2
170.18264941274521,1126.9415966953513,20.1
208.21352946579191,1140.9381020588676,24.1
216.60132981002715,1169.4362564795529,20.0
209.81529785534235,1982.5362747862248,22.7
204.53483561070175,1990.4354341391518,19.3
229.60163545896933,1996.274573233823,15.3
225.35359837306873,2007.6743180080171,15.0
222.56202539512083,1997.802280715302,17.2
205.62019016841862,2023.8125521316329,16.8
318.65383984308937,3482.6146100000838,20.0
347.25382801237538,3503.7461190970862,21.8
486.34303090858896,3282.3776623610424,19.5
451.42130022734784,3308.4458944880421,18.9
470.10517681351621,3259.691276699436,22.7
477.01457653083423,3303.6915061936843,22.4
465.08352524219879,3283.6942560040211,23.3
498.10945767873386,3278.2217989053011,20.2
59.486144644200976,2495.6000580479349,34.7
